 Percent |	Source code & Disassembly of go for cpu-clock (19 samples, percent: local period)
-------------------------------------------------------------------------------------------------
         :
         :
         :
         : 3      Disassembly of section .text:
         :
         : 5      0000000000536418 <crypto/internal/fips140/sha256.block.abi0>:
         : 6      crypto/internal/fips140/sha256.block.abi0():
    0.00 :   538590: slliw   s0,a4,0x7
    5.26 :   538594: or      s0,t6,s0
    5.26 :   538598: xor     t1,t1,t2
    0.00 :   53859c: xor     t0,a6,a5
    0.00 :   5385a0: xor     t1,t1,s0
    0.00 :   5385a4: and     t0,t0,a4
    0.00 :   5385a8: add     a7,a7,t1
    0.00 :   5385aa: xor     t0,t0,a6
    0.00 :   5385ae: add     t0,t0,a7
    0.00 :   5385b0: srliw   t6,a0,0x2
    0.00 :   5385b4: slliw   t1,a0,0x1e
    0.00 :   5385b8: or      t1,t6,t1
    0.00 :   5385bc: srliw   t6,a0,0xd
    0.00 :   5385c0: slliw   t2,a0,0x13
    0.00 :   5385c4: or      t2,t6,t2
    0.00 :   5385c8: srliw   t6,a0,0x16
    0.00 :   5385cc: slliw   s0,a0,0xa
    0.00 :   5385d0: or      s0,t6,s0
    0.00 :   5385d4: xor     t1,t1,t2
    0.00 :   5385d8: xor     s1,a2,a1
    0.00 :   5385dc: and     t2,a2,a1
    0.00 :   5385e0: and     s1,s1,a0
    0.00 :   5385e2: xor     t1,t1,s0
    0.00 :   5385e6: xor     s1,s1,t2
    0.00 :   5385ea: add     t1,t1,s1
    0.00 :   5385ec: add     a3,a3,t0
    0.00 :   5385ee: add     a7,t0,t1
    0.00 :   5385f2: lwu     t0,28(s3)
    0.00 :   5385f6: lwu     t1,40(s3)
    0.00 :   5385fa: lwu     s1,8(s3)
    0.00 :   5385fe: lwu     s5,36(s3)
    0.00 :   538602: srliw   t6,t0,0x11
    0.00 :   538606: slliw   t2,t0,0xf
    0.00 :   53860a: or      t2,t6,t2
    0.00 :   53860e: srliw   t6,t0,0x13
    0.00 :   538612: slliw   s0,t0,0xd
    0.00 :   538616: or      s0,t6,s0
    0.00 :   53861a: srli    t0,t0,0xa
    0.00 :   53861e: xor     t0,t0,t2
    0.00 :   538622: xor     t0,t0,s0
    0.00 :   538626: add     t0,t0,s1
    0.00 :   538628: srliw   t6,t1,0x7
    0.00 :   53862c: slliw   t2,t1,0x19
    0.00 :   538630: or      t2,t6,t2
    0.00 :   538634: srliw   t6,t1,0x12
    0.00 :   538638: slliw   s0,t1,0xe
    0.00 :   53863c: or      s0,t6,s0
    0.00 :   538640: srli    t1,t1,0x3
    0.00 :   538644: xor     t1,t1,t2
    0.00 :   538648: xor     t1,t1,s0
    0.00 :   53864c: add     t0,t0,t1
    0.00 :   53864e: add     t0,t0,s5
    0.00 :   538650: sw      t0,36(s3)
    0.00 :   538654: lwu     s0,164(s2)
    0.00 :   538658: add     a6,a6,t0
    0.00 :   53865a: srliw   t6,a3,0x6
    0.00 :   53865e: slliw   t1,a3,0x1a
    0.00 :   538662: or      t1,t6,t1
    0.00 :   538666: add     a6,a6,s0
    0.00 :   538668: srliw   t6,a3,0xb
    0.00 :   53866c: slliw   t2,a3,0x15
    0.00 :   538670: or      t2,t6,t2
    0.00 :   538674: srliw   t6,a3,0x19
    0.00 :   538678: slliw   s0,a3,0x7
    0.00 :   53867c: or      s0,t6,s0
    5.26 :   538680: xor     t1,t1,t2
    0.00 :   538684: xor     t0,a5,a4
    0.00 :   538688: xor     t1,t1,s0
    0.00 :   53868c: and     t0,t0,a3
    0.00 :   538690: add     a6,a6,t1
    0.00 :   538692: xor     t0,t0,a5
    0.00 :   538696: add     t0,t0,a6
    0.00 :   538698: srliw   t6,a7,0x2
    0.00 :   53869c: slliw   t1,a7,0x1e
    0.00 :   5386a0: or      t1,t6,t1
    0.00 :   5386a4: srliw   t6,a7,0xd
    0.00 :   5386a8: slliw   t2,a7,0x13
    0.00 :   5386ac: or      t2,t6,t2
    0.00 :   5386b0: srliw   t6,a7,0x16
    0.00 :   5386b4: slliw   s0,a7,0xa
    0.00 :   5386b8: or      s0,t6,s0
    0.00 :   5386bc: xor     t1,t1,t2
    0.00 :   5386c0: xor     s1,a1,a0
    0.00 :   5386c4: and     t2,a1,a0
    0.00 :   5386c8: and     s1,s1,a7
    0.00 :   5386cc: xor     t1,t1,s0
    0.00 :   5386d0: xor     s1,s1,t2
    0.00 :   5386d4: add     t1,t1,s1
    0.00 :   5386d6: add     a2,a2,t0
    0.00 :   5386d8: add     a6,t0,t1
    0.00 :   5386dc: lwu     t0,32(s3)
    0.00 :   5386e0: lwu     t1,44(s3)
    0.00 :   5386e4: lwu     s1,12(s3)
    0.00 :   5386e8: lwu     s5,40(s3)
    0.00 :   5386ec: srliw   t6,t0,0x11
    0.00 :   5386f0: slliw   t2,t0,0xf
    0.00 :   5386f4: or      t2,t6,t2
    0.00 :   5386f8: srliw   t6,t0,0x13
    0.00 :   5386fc: slliw   s0,t0,0xd
    0.00 :   538700: or      s0,t6,s0
    0.00 :   538704: srli    t0,t0,0xa
    0.00 :   538708: xor     t0,t0,t2
    0.00 :   53870c: xor     t0,t0,s0
    0.00 :   538710: add     t0,t0,s1
    0.00 :   538712: srliw   t6,t1,0x7
    0.00 :   538716: slliw   t2,t1,0x19
    0.00 :   53871a: or      t2,t6,t2
    0.00 :   53871e: srliw   t6,t1,0x12
    0.00 :   538722: slliw   s0,t1,0xe
    0.00 :   538726: or      s0,t6,s0
    0.00 :   53872a: srli    t1,t1,0x3
    0.00 :   53872e: xor     t1,t1,t2
    0.00 :   538732: xor     t1,t1,s0
    0.00 :   538736: add     t0,t0,t1
    0.00 :   538738: add     t0,t0,s5
    0.00 :   53873a: sw      t0,40(s3)
    0.00 :   53873e: lwu     s0,168(s2)
    0.00 :   538742: add     a5,a5,t0
    0.00 :   538744: srliw   t6,a2,0x6
    0.00 :   538748: slliw   t1,a2,0x1a
    0.00 :   53874c: or      t1,t6,t1
    0.00 :   538750: add     a5,a5,s0
    0.00 :   538752: srliw   t6,a2,0xb
    0.00 :   538756: slliw   t2,a2,0x15
    0.00 :   53875a: or      t2,t6,t2
    0.00 :   53875e: srliw   t6,a2,0x19
    0.00 :   538762: slliw   s0,a2,0x7
    0.00 :   538766: or      s0,t6,s0
    0.00 :   53876a: xor     t1,t1,t2
    0.00 :   53876e: xor     t0,a4,a3
    0.00 :   538772: xor     t1,t1,s0
    0.00 :   538776: and     t0,t0,a2
    0.00 :   53877a: add     a5,a5,t1
    0.00 :   53877c: xor     t0,t0,a4
    0.00 :   538780: add     t0,t0,a5
    0.00 :   538782: srliw   t6,a6,0x2
    0.00 :   538786: slliw   t1,a6,0x1e
    0.00 :   53878a: or      t1,t6,t1
    0.00 :   53878e: srliw   t6,a6,0xd
    0.00 :   538792: slliw   t2,a6,0x13
    0.00 :   538796: or      t2,t6,t2
    0.00 :   53879a: srliw   t6,a6,0x16
    0.00 :   53879e: slliw   s0,a6,0xa
    0.00 :   5387a2: or      s0,t6,s0
    0.00 :   5387a6: xor     t1,t1,t2
    0.00 :   5387aa: xor     s1,a0,a7
    0.00 :   5387ae: and     t2,a0,a7
    0.00 :   5387b2: and     s1,s1,a6
    0.00 :   5387b6: xor     t1,t1,s0
    0.00 :   5387ba: xor     s1,s1,t2
    0.00 :   5387be: add     t1,t1,s1
    0.00 :   5387c0: add     a1,a1,t0
    0.00 :   5387c2: add     a5,t0,t1
    0.00 :   5387c6: lwu     t0,36(s3)
    0.00 :   5387ca: lwu     t1,48(s3)
    0.00 :   5387ce: lwu     s1,16(s3)
    0.00 :   5387d2: lwu     s5,44(s3)
    0.00 :   5387d6: srliw   t6,t0,0x11
    0.00 :   5387da: slliw   t2,t0,0xf
    0.00 :   5387de: or      t2,t6,t2
    0.00 :   5387e2: srliw   t6,t0,0x13
    0.00 :   5387e6: slliw   s0,t0,0xd
    0.00 :   5387ea: or      s0,t6,s0
    0.00 :   5387ee: srli    t0,t0,0xa
    0.00 :   5387f2: xor     t0,t0,t2
    0.00 :   5387f6: xor     t0,t0,s0
    0.00 :   5387fa: add     t0,t0,s1
    0.00 :   5387fc: srliw   t6,t1,0x7
    0.00 :   538800: slliw   t2,t1,0x19
    0.00 :   538804: or      t2,t6,t2
    0.00 :   538808: srliw   t6,t1,0x12
    0.00 :   53880c: slliw   s0,t1,0xe
    0.00 :   538810: or      s0,t6,s0
    0.00 :   538814: srli    t1,t1,0x3
    0.00 :   538818: xor     t1,t1,t2
    0.00 :   53881c: xor     t1,t1,s0
    0.00 :   538820: add     t0,t0,t1
    0.00 :   538822: add     t0,t0,s5
    0.00 :   538824: sw      t0,44(s3)
    0.00 :   538828: lwu     s0,172(s2)
    0.00 :   53882c: add     a4,a4,t0
    0.00 :   53882e: srliw   t6,a1,0x6
    0.00 :   538832: slliw   t1,a1,0x1a
    0.00 :   538836: or      t1,t6,t1
    0.00 :   53883a: add     a4,a4,s0
    0.00 :   53883c: srliw   t6,a1,0xb
    0.00 :   538840: slliw   t2,a1,0x15
    0.00 :   538844: or      t2,t6,t2
    0.00 :   538848: srliw   t6,a1,0x19
    0.00 :   53884c: slliw   s0,a1,0x7
    0.00 :   538850: or      s0,t6,s0
    0.00 :   538854: xor     t1,t1,t2
    0.00 :   538858: xor     t0,a3,a2
    0.00 :   53885c: xor     t1,t1,s0
    0.00 :   538860: and     t0,t0,a1
    0.00 :   538864: add     a4,a4,t1
    0.00 :   538866: xor     t0,t0,a3
    0.00 :   53886a: add     t0,t0,a4
    0.00 :   53886c: srliw   t6,a5,0x2
    0.00 :   538870: slliw   t1,a5,0x1e
    0.00 :   538874: or      t1,t6,t1
    0.00 :   538878: srliw   t6,a5,0xd
    0.00 :   53887c: slliw   t2,a5,0x13
    0.00 :   538880: or      t2,t6,t2
    0.00 :   538884: srliw   t6,a5,0x16
    0.00 :   538888: slliw   s0,a5,0xa
    0.00 :   53888c: or      s0,t6,s0
    0.00 :   538890: xor     t1,t1,t2
    0.00 :   538894: xor     s1,a7,a6
    0.00 :   538898: and     t2,a7,a6
    0.00 :   53889c: and     s1,s1,a5
    0.00 :   53889e: xor     t1,t1,s0
    0.00 :   5388a2: xor     s1,s1,t2
    0.00 :   5388a6: add     t1,t1,s1
    0.00 :   5388a8: add     a0,a0,t0
    0.00 :   5388aa: add     a4,t0,t1
    0.00 :   5388ae: lwu     t0,40(s3)
    0.00 :   5388b2: lwu     t1,52(s3)
    0.00 :   5388b6: lwu     s1,20(s3)
    0.00 :   5388ba: lwu     s5,48(s3)
    0.00 :   5388be: srliw   t6,t0,0x11
    0.00 :   5388c2: slliw   t2,t0,0xf
    0.00 :   5388c6: or      t2,t6,t2
    0.00 :   5388ca: srliw   t6,t0,0x13
    0.00 :   5388ce: slliw   s0,t0,0xd
    0.00 :   5388d2: or      s0,t6,s0
    0.00 :   5388d6: srli    t0,t0,0xa
    0.00 :   5388da: xor     t0,t0,t2
    0.00 :   5388de: xor     t0,t0,s0
    0.00 :   5388e2: add     t0,t0,s1
    0.00 :   5388e4: srliw   t6,t1,0x7
    0.00 :   5388e8: slliw   t2,t1,0x19
    0.00 :   5388ec: or      t2,t6,t2
    0.00 :   5388f0: srliw   t6,t1,0x12
    0.00 :   5388f4: slliw   s0,t1,0xe
    0.00 :   5388f8: or      s0,t6,s0
    0.00 :   5388fc: srli    t1,t1,0x3
    0.00 :   538900: xor     t1,t1,t2
    0.00 :   538904: xor     t1,t1,s0
    0.00 :   538908: add     t0,t0,t1
    0.00 :   53890a: add     t0,t0,s5
    0.00 :   53890c: sw      t0,48(s3)
    0.00 :   538910: lwu     s0,176(s2)
    0.00 :   538914: add     a3,a3,t0
    0.00 :   538916: srliw   t6,a0,0x6
    0.00 :   53891a: slliw   t1,a0,0x1a
    0.00 :   53891e: or      t1,t6,t1
    0.00 :   538922: add     a3,a3,s0
    0.00 :   538924: srliw   t6,a0,0xb
    0.00 :   538928: slliw   t2,a0,0x15
    0.00 :   53892c: or      t2,t6,t2
    0.00 :   538930: srliw   t6,a0,0x19
    0.00 :   538934: slliw   s0,a0,0x7
    0.00 :   538938: or      s0,t6,s0
    0.00 :   53893c: xor     t1,t1,t2
    0.00 :   538940: xor     t0,a2,a1
    0.00 :   538944: xor     t1,t1,s0
    0.00 :   538948: and     t0,t0,a0
    0.00 :   53894c: add     a3,a3,t1
    0.00 :   53894e: xor     t0,t0,a2
    0.00 :   538952: add     t0,t0,a3
    0.00 :   538954: srliw   t6,a4,0x2
    0.00 :   538958: slliw   t1,a4,0x1e
    0.00 :   53895c: or      t1,t6,t1
    0.00 :   538960: srliw   t6,a4,0xd
    0.00 :   538964: slliw   t2,a4,0x13
    0.00 :   538968: or      t2,t6,t2
    0.00 :   53896c: srliw   t6,a4,0x16
    0.00 :   538970: slliw   s0,a4,0xa
    0.00 :   538974: or      s0,t6,s0
    0.00 :   538978: xor     t1,t1,t2
    0.00 :   53897c: xor     s1,a6,a5
    0.00 :   538980: and     t2,a6,a5
    0.00 :   538984: and     s1,s1,a4
    0.00 :   538986: xor     t1,t1,s0
    0.00 :   53898a: xor     s1,s1,t2
    0.00 :   53898e: add     t1,t1,s1
    0.00 :   538990: add     a7,a7,t0
    0.00 :   538992: add     a3,t0,t1
    0.00 :   538996: lwu     t0,44(s3)
    0.00 :   53899a: lwu     t1,56(s3)
    0.00 :   53899e: lwu     s1,24(s3)
    0.00 :   5389a2: lwu     s5,52(s3)
    0.00 :   5389a6: srliw   t6,t0,0x11
    0.00 :   5389aa: slliw   t2,t0,0xf
    0.00 :   5389ae: or      t2,t6,t2
    0.00 :   5389b2: srliw   t6,t0,0x13
    0.00 :   5389b6: slliw   s0,t0,0xd
    0.00 :   5389ba: or      s0,t6,s0
    0.00 :   5389be: srli    t0,t0,0xa
    0.00 :   5389c2: xor     t0,t0,t2
    0.00 :   5389c6: xor     t0,t0,s0
    0.00 :   5389ca: add     t0,t0,s1
    0.00 :   5389cc: srliw   t6,t1,0x7
    0.00 :   5389d0: slliw   t2,t1,0x19
    0.00 :   5389d4: or      t2,t6,t2
    0.00 :   5389d8: srliw   t6,t1,0x12
    0.00 :   5389dc: slliw   s0,t1,0xe
    0.00 :   5389e0: or      s0,t6,s0
    0.00 :   5389e4: srli    t1,t1,0x3
    0.00 :   5389e8: xor     t1,t1,t2
    0.00 :   5389ec: xor     t1,t1,s0
    0.00 :   5389f0: add     t0,t0,t1
    0.00 :   5389f2: add     t0,t0,s5
    0.00 :   5389f4: sw      t0,52(s3)
    0.00 :   5389f8: lwu     s0,180(s2)
    0.00 :   5389fc: add     a2,a2,t0
    0.00 :   5389fe: srliw   t6,a7,0x6
    0.00 :   538a02: slliw   t1,a7,0x1a
    0.00 :   538a06: or      t1,t6,t1
    0.00 :   538a0a: add     a2,a2,s0
    0.00 :   538a0c: srliw   t6,a7,0xb
    0.00 :   538a10: slliw   t2,a7,0x15
    0.00 :   538a14: or      t2,t6,t2
    0.00 :   538a18: srliw   t6,a7,0x19
    0.00 :   538a1c: slliw   s0,a7,0x7
    0.00 :   538a20: or      s0,t6,s0
    0.00 :   538a24: xor     t1,t1,t2
    0.00 :   538a28: xor     t0,a1,a0
    0.00 :   538a2c: xor     t1,t1,s0
    0.00 :   538a30: and     t0,t0,a7
    0.00 :   538a34: add     a2,a2,t1
    0.00 :   538a36: xor     t0,t0,a1
    0.00 :   538a3a: add     t0,t0,a2
    0.00 :   538a3c: srliw   t6,a3,0x2
    0.00 :   538a40: slliw   t1,a3,0x1e
    0.00 :   538a44: or      t1,t6,t1
    0.00 :   538a48: srliw   t6,a3,0xd
    0.00 :   538a4c: slliw   t2,a3,0x13
    0.00 :   538a50: or      t2,t6,t2
    0.00 :   538a54: srliw   t6,a3,0x16
    0.00 :   538a58: slliw   s0,a3,0xa
    0.00 :   538a5c: or      s0,t6,s0
    0.00 :   538a60: xor     t1,t1,t2
    0.00 :   538a64: xor     s1,a5,a4
    0.00 :   538a68: and     t2,a5,a4
    0.00 :   538a6c: and     s1,s1,a3
    0.00 :   538a6e: xor     t1,t1,s0
    0.00 :   538a72: xor     s1,s1,t2
    0.00 :   538a76: add     t1,t1,s1
    0.00 :   538a78: add     a6,a6,t0
    0.00 :   538a7a: add     a2,t0,t1
    0.00 :   538a7e: lwu     t0,48(s3)
    0.00 :   538a82: lwu     t1,60(s3)
    0.00 :   538a86: lwu     s1,28(s3)
    0.00 :   538a8a: lwu     s5,56(s3)
    0.00 :   538a8e: srliw   t6,t0,0x11
    0.00 :   538a92: slliw   t2,t0,0xf
    0.00 :   538a96: or      t2,t6,t2
    0.00 :   538a9a: srliw   t6,t0,0x13
    0.00 :   538a9e: slliw   s0,t0,0xd
    0.00 :   538aa2: or      s0,t6,s0
    0.00 :   538aa6: srli    t0,t0,0xa
    0.00 :   538aaa: xor     t0,t0,t2
    0.00 :   538aae: xor     t0,t0,s0
    0.00 :   538ab2: add     t0,t0,s1
    0.00 :   538ab4: srliw   t6,t1,0x7
    0.00 :   538ab8: slliw   t2,t1,0x19
    0.00 :   538abc: or      t2,t6,t2
    0.00 :   538ac0: srliw   t6,t1,0x12
    0.00 :   538ac4: slliw   s0,t1,0xe
    0.00 :   538ac8: or      s0,t6,s0
    0.00 :   538acc: srli    t1,t1,0x3
    0.00 :   538ad0: xor     t1,t1,t2
    0.00 :   538ad4: xor     t1,t1,s0
    0.00 :   538ad8: add     t0,t0,t1
    0.00 :   538ada: add     t0,t0,s5
    0.00 :   538adc: sw      t0,56(s3)
    0.00 :   538ae0: lwu     s0,184(s2)
    0.00 :   538ae4: add     a1,a1,t0
    0.00 :   538ae6: srliw   t6,a6,0x6
    0.00 :   538aea: slliw   t1,a6,0x1a
    0.00 :   538aee: or      t1,t6,t1
    0.00 :   538af2: add     a1,a1,s0
    0.00 :   538af4: srliw   t6,a6,0xb
    0.00 :   538af8: slliw   t2,a6,0x15
    0.00 :   538afc: or      t2,t6,t2
    0.00 :   538b00: srliw   t6,a6,0x19
    0.00 :   538b04: slliw   s0,a6,0x7
    0.00 :   538b08: or      s0,t6,s0
    0.00 :   538b0c: xor     t1,t1,t2
    0.00 :   538b10: xor     t0,a0,a7
    0.00 :   538b14: xor     t1,t1,s0
    0.00 :   538b18: and     t0,t0,a6
    0.00 :   538b1c: add     a1,a1,t1
    0.00 :   538b1e: xor     t0,t0,a0
    0.00 :   538b22: add     t0,t0,a1
    0.00 :   538b24: srliw   t6,a2,0x2
    0.00 :   538b28: slliw   t1,a2,0x1e
    0.00 :   538b2c: or      t1,t6,t1
    0.00 :   538b30: srliw   t6,a2,0xd
    0.00 :   538b34: slliw   t2,a2,0x13
    0.00 :   538b38: or      t2,t6,t2
    0.00 :   538b3c: srliw   t6,a2,0x16
    0.00 :   538b40: slliw   s0,a2,0xa
    0.00 :   538b44: or      s0,t6,s0
    0.00 :   538b48: xor     t1,t1,t2
    0.00 :   538b4c: xor     s1,a4,a3
    0.00 :   538b50: and     t2,a4,a3
    0.00 :   538b54: and     s1,s1,a2
    0.00 :   538b56: xor     t1,t1,s0
    0.00 :   538b5a: xor     s1,s1,t2
    0.00 :   538b5e: add     t1,t1,s1
    0.00 :   538b60: add     a5,a5,t0
    0.00 :   538b62: add     a1,t0,t1
    0.00 :   538b66: lwu     t0,52(s3)
    0.00 :   538b6a: lwu     t1,0(s3)
    0.00 :   538b6e: lwu     s1,32(s3)
    0.00 :   538b72: lwu     s5,60(s3)
    0.00 :   538b76: srliw   t6,t0,0x11
    0.00 :   538b7a: slliw   t2,t0,0xf
    0.00 :   538b7e: or      t2,t6,t2
    0.00 :   538b82: srliw   t6,t0,0x13
    0.00 :   538b86: slliw   s0,t0,0xd
    0.00 :   538b8a: or      s0,t6,s0
    0.00 :   538b8e: srli    t0,t0,0xa
    0.00 :   538b92: xor     t0,t0,t2
    0.00 :   538b96: xor     t0,t0,s0
    0.00 :   538b9a: add     t0,t0,s1
    0.00 :   538b9c: srliw   t6,t1,0x7
    0.00 :   538ba0: slliw   t2,t1,0x19
    0.00 :   538ba4: or      t2,t6,t2
    0.00 :   538ba8: srliw   t6,t1,0x12
    0.00 :   538bac: slliw   s0,t1,0xe
    0.00 :   538bb0: or      s0,t6,s0
    0.00 :   538bb4: srli    t1,t1,0x3
    0.00 :   538bb8: xor     t1,t1,t2
    0.00 :   538bbc: xor     t1,t1,s0
    0.00 :   538bc0: add     t0,t0,t1
    0.00 :   538bc2: add     t0,t0,s5
    0.00 :   538bc4: sw      t0,60(s3)
    0.00 :   538bc8: lwu     s0,188(s2)
    0.00 :   538bcc: add     a0,a0,t0
    0.00 :   538bce: srliw   t6,a5,0x6
    0.00 :   538bd2: slliw   t1,a5,0x1a
    0.00 :   538bd6: or      t1,t6,t1
    0.00 :   538bda: add     a0,a0,s0
    0.00 :   538bdc: srliw   t6,a5,0xb
    0.00 :   538be0: slliw   t2,a5,0x15
    0.00 :   538be4: or      t2,t6,t2
    0.00 :   538be8: srliw   t6,a5,0x19
    0.00 :   538bec: slliw   s0,a5,0x7
    0.00 :   538bf0: or      s0,t6,s0
    0.00 :   538bf4: xor     t1,t1,t2
    0.00 :   538bf8: xor     t0,a7,a6
    0.00 :   538bfc: xor     t1,t1,s0
    0.00 :   538c00: and     t0,t0,a5
    0.00 :   538c04: add     a0,a0,t1
    0.00 :   538c06: xor     t0,t0,a7
    0.00 :   538c0a: add     t0,t0,a0
    0.00 :   538c0c: srliw   t6,a1,0x2
    0.00 :   538c10: slliw   t1,a1,0x1e
    0.00 :   538c14: or      t1,t6,t1
    0.00 :   538c18: srliw   t6,a1,0xd
    0.00 :   538c1c: slliw   t2,a1,0x13
    0.00 :   538c20: or      t2,t6,t2
    0.00 :   538c24: srliw   t6,a1,0x16
    0.00 :   538c28: slliw   s0,a1,0xa
    0.00 :   538c2c: or      s0,t6,s0
    0.00 :   538c30: xor     t1,t1,t2
    0.00 :   538c34: xor     s1,a3,a2
    0.00 :   538c38: and     t2,a3,a2
    0.00 :   538c3c: and     s1,s1,a1
    0.00 :   538c3e: xor     t1,t1,s0
    0.00 :   538c42: xor     s1,s1,t2
    0.00 :   538c46: add     t1,t1,s1
    0.00 :   538c48: add     a4,a4,t0
    0.00 :   538c4a: add     a0,t0,t1
    0.00 :   538c4e: lwu     t0,56(s3)
    0.00 :   538c52: lwu     t1,4(s3)
    0.00 :   538c56: lwu     s1,36(s3)
    0.00 :   538c5a: lwu     s5,0(s3)
    0.00 :   538c5e: srliw   t6,t0,0x11
    0.00 :   538c62: slliw   t2,t0,0xf
    0.00 :   538c66: or      t2,t6,t2
    0.00 :   538c6a: srliw   t6,t0,0x13
    0.00 :   538c6e: slliw   s0,t0,0xd
    0.00 :   538c72: or      s0,t6,s0
    0.00 :   538c76: srli    t0,t0,0xa
    0.00 :   538c7a: xor     t0,t0,t2
    0.00 :   538c7e: xor     t0,t0,s0
    0.00 :   538c82: add     t0,t0,s1
    0.00 :   538c84: srliw   t6,t1,0x7
    0.00 :   538c88: slliw   t2,t1,0x19
    0.00 :   538c8c: or      t2,t6,t2
    0.00 :   538c90: srliw   t6,t1,0x12
    0.00 :   538c94: slliw   s0,t1,0xe
    0.00 :   538c98: or      s0,t6,s0
    0.00 :   538c9c: srli    t1,t1,0x3
    0.00 :   538ca0: xor     t1,t1,t2
    0.00 :   538ca4: xor     t1,t1,s0
    0.00 :   538ca8: add     t0,t0,t1
    0.00 :   538caa: add     t0,t0,s5
    0.00 :   538cac: sw      t0,0(s3)
    0.00 :   538cb0: lwu     s0,192(s2)
    0.00 :   538cb4: add     a7,a7,t0
    0.00 :   538cb6: srliw   t6,a4,0x6
    0.00 :   538cba: slliw   t1,a4,0x1a
    0.00 :   538cbe: or      t1,t6,t1
    0.00 :   538cc2: add     a7,a7,s0
    0.00 :   538cc4: srliw   t6,a4,0xb
    0.00 :   538cc8: slliw   t2,a4,0x15
    0.00 :   538ccc: or      t2,t6,t2
    0.00 :   538cd0: srliw   t6,a4,0x19
    0.00 :   538cd4: slliw   s0,a4,0x7
    0.00 :   538cd8: or      s0,t6,s0
    0.00 :   538cdc: xor     t1,t1,t2
    0.00 :   538ce0: xor     t0,a6,a5
    5.26 :   538ce4: xor     t1,t1,s0
    0.00 :   538ce8: and     t0,t0,a4
    0.00 :   538cec: add     a7,a7,t1
    0.00 :   538cee: xor     t0,t0,a6
    0.00 :   538cf2: add     t0,t0,a7
    0.00 :   538cf4: srliw   t6,a0,0x2
    0.00 :   538cf8: slliw   t1,a0,0x1e
    0.00 :   538cfc: or      t1,t6,t1
    0.00 :   538d00: srliw   t6,a0,0xd
    0.00 :   538d04: slliw   t2,a0,0x13
    0.00 :   538d08: or      t2,t6,t2
    0.00 :   538d0c: srliw   t6,a0,0x16
    0.00 :   538d10: slliw   s0,a0,0xa
    0.00 :   538d14: or      s0,t6,s0
    0.00 :   538d18: xor     t1,t1,t2
    0.00 :   538d1c: xor     s1,a2,a1
    0.00 :   538d20: and     t2,a2,a1
    0.00 :   538d24: and     s1,s1,a0
    0.00 :   538d26: xor     t1,t1,s0
    0.00 :   538d2a: xor     s1,s1,t2
    0.00 :   538d2e: add     t1,t1,s1
    0.00 :   538d30: add     a3,a3,t0
    0.00 :   538d32: add     a7,t0,t1
    0.00 :   538d36: lwu     t0,60(s3)
    0.00 :   538d3a: lwu     t1,8(s3)
    0.00 :   538d3e: lwu     s1,40(s3)
    0.00 :   538d42: lwu     s5,4(s3)
    0.00 :   538d46: srliw   t6,t0,0x11
    0.00 :   538d4a: slliw   t2,t0,0xf
    0.00 :   538d4e: or      t2,t6,t2
    0.00 :   538d52: srliw   t6,t0,0x13
    0.00 :   538d56: slliw   s0,t0,0xd
    0.00 :   538d5a: or      s0,t6,s0
    0.00 :   538d5e: srli    t0,t0,0xa
    0.00 :   538d62: xor     t0,t0,t2
    0.00 :   538d66: xor     t0,t0,s0
    0.00 :   538d6a: add     t0,t0,s1
    0.00 :   538d6c: srliw   t6,t1,0x7
    0.00 :   538d70: slliw   t2,t1,0x19
    0.00 :   538d74: or      t2,t6,t2
    0.00 :   538d78: srliw   t6,t1,0x12
    0.00 :   538d7c: slliw   s0,t1,0xe
    0.00 :   538d80: or      s0,t6,s0
    0.00 :   538d84: srli    t1,t1,0x3
    0.00 :   538d88: xor     t1,t1,t2
    0.00 :   538d8c: xor     t1,t1,s0
    0.00 :   538d90: add     t0,t0,t1
    0.00 :   538d92: add     t0,t0,s5
    0.00 :   538d94: sw      t0,4(s3)
    0.00 :   538d98: lwu     s0,196(s2)
    0.00 :   538d9c: add     a6,a6,t0
    0.00 :   538d9e: srliw   t6,a3,0x6
    0.00 :   538da2: slliw   t1,a3,0x1a
    0.00 :   538da6: or      t1,t6,t1
    0.00 :   538daa: add     a6,a6,s0
    0.00 :   538dac: srliw   t6,a3,0xb
    0.00 :   538db0: slliw   t2,a3,0x15
    0.00 :   538db4: or      t2,t6,t2
    0.00 :   538db8: srliw   t6,a3,0x19
    0.00 :   538dbc: slliw   s0,a3,0x7
    0.00 :   538dc0: or      s0,t6,s0
    0.00 :   538dc4: xor     t1,t1,t2
    0.00 :   538dc8: xor     t0,a5,a4
    0.00 :   538dcc: xor     t1,t1,s0
    0.00 :   538dd0: and     t0,t0,a3
    0.00 :   538dd4: add     a6,a6,t1
    0.00 :   538dd6: xor     t0,t0,a5
    5.26 :   538dda: add     t0,t0,a6
    0.00 :   538ddc: srliw   t6,a7,0x2
    0.00 :   538de0: slliw   t1,a7,0x1e
    0.00 :   538de4: or      t1,t6,t1
    0.00 :   538de8: srliw   t6,a7,0xd
    0.00 :   538dec: slliw   t2,a7,0x13
    0.00 :   538df0: or      t2,t6,t2
    0.00 :   538df4: srliw   t6,a7,0x16
    0.00 :   538df8: slliw   s0,a7,0xa
    0.00 :   538dfc: or      s0,t6,s0
    0.00 :   538e00: xor     t1,t1,t2
